NO,등록번호,제호,기관명,종별,간별,발행인,편집인,인쇄소,유형,보급지역,상세지역,법인명,등록일,발행소명,발행소 우편번호,발행소 주소,발행소 전화번호
27388,아56442,가락시장뉴스,서울특별시,인터넷신문,인터넷신문,김상애,유영기,,법인,전국,,주식회사 새농쿡,2026-03-18,주식회사 새농쿡,05699,"서울 송파구 양재대로 932, 11층 004-01호(가락동, 가락동 농수산물도매시장)",02-3401-4930
27387,다50814,포천가디언,경기도,일반주간신문,주간,신민숙,오진수,디엠코리아(주),법인,전국,,주식회사 포천가디언,2026-03-17,주식회사 포천가디언,11138,경기 포천시 신북면 청신로 2072 (신평리),010-****-9110
27386,아00680,퍼스트필라신문 해운대점,부산광역시,인터넷신문,인터넷신문,박천기,박천기,,법인,전국,,(주)한국바리스타자격검정협회,2026-03-17,(주)한국바리스타자격검정협회,48095,"부산 해운대구 해운대로 632, 5층 (우동, 깨끗한빌딩)",010-****-8367
27385,아01199,마이제주미디어,제주특별자치도,인터넷신문,인터넷신문,한민영,한민영,,법인,전국,,주식회사 컬컴제주,2026-03-17,주식회사 컬컴제주,63209,제주특별자치도 제주시 중앙로 245 (이도이동) 2층,010-****-0331
27384,아01200,서귀포 문화예술 몬딱,제주특별자치도,인터넷신문,인터넷신문,김민수,김미정,,법인,지역,서귀포시,사단법인 문화예술공간몬딱,2026-03-17,사단법인 문화예술공간몬딱,63531,제주특별자치도 서귀포시 안덕면 일주서로1488번길 5 (감산리),010-****-8805
27383,아54772,경기북부트리뷴,경기도,인터넷신문,인터넷신문,박성철,박성철,,개인,전국,,,2026-03-17,경기북부트리뷴(박성철),11153,경기 포천시 군내면 하성북리 659-21,031-535-3977
27382,다04684,한국섬유경제신문,대구광역시,특수주간신문,주간,김진일,김진일,디엠코리아(주),개인,전국,,,2026-03-16,김진일,42659,"대구 달서구 두류공원로 242, 7층 701-31호 (두류동)",053-644-6552
27381,다50843,대한기자신문,서울특별시,특수주간신문,주간,이창호,이창호,주식회사 거호,개인,전국,,,2026-03-16,이창호,04159,"서울 마포구 토정로 253, 2층 1호 (용강동)",02-353-9156
27380,라00637,캠톡플레이(웹진),마포,기타간행물,월간,김준성,김준성,해당없음,법인,전국,,주식회사 메이트메이커스,2026-03-16,주식회사 메이트메이커스,03914,"서울 마포구 월드컵북로 325, 3층(상암동)",010-****-5557
27379,라00818,저널 인쇄문화,서울중,잡지,월간,김윤중,표세현,주식회사 티오피폴리컴,법인,전국,,서울특별시인쇄정보산업협동조합,2026-03-16,서울특별시인쇄정보산업협동조합,04560,"서울 중구 마른내로 140 (쌍림동, 인쇄정보센터)",02-333-8631
27378,라00069,문학산책,강북,잡지,월간,김봉근,김봉근,홍익사,개인,전국,,,2026-03-16,김봉근,01160,"서울 강북구 도봉로 150, 5층 503호 (미아동, 창림빌딩)",010-****-3034
27377,아00547,뉴스WHY24,대구광역시,인터넷신문,인터넷신문,한유정,김수일,,개인,전국,,,2026-03-16,한유정,41036,"대구 동구 팔공로26길 49, 102동 507호 (도동, 공항3차아파트)",010-****-6755
27376,아00677,부산AI교육뉴스,부산광역시,인터넷신문,인터넷신문,나오미,나오미,,개인,전국,,,2026-03-16,나오미,49505,"부산 사하구 다대낙조2길 3, 501호 (다대동, 몰운대빌딩)",010-****-3993
27375,아54762,즐거운선율,경기도,인터넷신문,인터넷신문,김혜정,김정훈,,법인,전국,,즐거운선율,2026-03-16,즐거운선율,12792,경기 광주시 경충대로1422번길 11-1 (쌍령동) 304호,010-****-3031
27374,아54763,뉴스앤피플,경기도,인터넷신문,인터넷신문,김경희,김경희,,개인,전국,,,2026-03-16,김경희(뉴스앤피플),13371,"경기 성남시 중원구 둔촌대로 193 (성남동, 현대아파트) 102-1116",010-****-8961
27373,아54764,한국문화일보,경기도,인터넷신문,인터넷신문,김미성,김미성,,개인,전국,,,2026-03-16,김미성(한국문화일보),13354,경기 성남시 수정구 산성대로283번길 6-17 (신흥동) 3층 3108호,010-****-9822
27372,아00678,미디어피터,부산광역시,인터넷신문,인터넷신문,김동주,김동주,,법인,전국,,주식회사 컬컴해운대,2026-03-16,주식회사 컬컴해운대,48095,"부산 해운대구 중동1로 25-1, 9층 (중동)",010-****-7994
27371,아00679,대한시니어연합신문,부산광역시,인터넷신문,인터넷신문,하현자,이도선,,개인,전국,,,2026-03-16,하현자,47252,"부산 부산진구 부전로162번길 27, 3층(부전동)",010-****-1335
27370,아00883,뉴빅뉴스,경상북도,인터넷신문,인터넷신문,전중엽,심상영,,개인,전국,,,2026-03-16,뉴빅뉴스,36677,경북 안동시 태화중앙로 99-1 (태화동),010-****-3529
27369,아00686,부안우리들뉴스,전북특별자치도,인터넷신문,인터넷신문,나유림,나유림,,개인,전국,,,2026-03-16,부안우리들뉴스,56313,"전북특별자치도 부안군 부안읍 수정길 20, 2층",063-583-5835
27368,아54765,더 뉴스 브리프,경기도,인터넷신문,인터넷신문,이채은,이채은,,개인,전국,,,2026-03-16,이채은(더뉴스브리프),16039,"경기 의왕시 갈미2로 16 (내손동, 그린프라자) 401 A29호",0505-273-7769
27367,자60107,더 뉴스 브리프,경기도,인터넷뉴스서비스,인터넷뉴스서비스,이채은,이채은,,개인,전국,,,2026-03-16,이채은(더뉴스브리프),16039,"경기 의왕시 갈미2로 16 (내손동, 그린프라자) 401 A29호",0505-273-7769
27366,아00557,양자생물학회,대전광역시,인터넷신문,인터넷신문,김학진,김학진,,단체,전국,,,2026-03-13,양자생물학회,35229,대전 서구 둔지로 36 (둔산동) 401호,010-****-7963
27365,아02725,코드씨뉴스,경상남도,인터넷신문,인터넷신문,"김부성,김보령,유소민","김부성,김보령,유소민",,법인,전국,,주식회사 비즈,2026-03-13,주식회사 비즈,52826,"경남 진주시 개양로 100 (가좌동, 스카이 시티프라디움), 104동 302호",010-****-5387
27364,아56433,TheMartus,서울특별시,인터넷신문,인터넷신문,김나연,이용필,,개인,전국,,,2026-03-13,김나연,01660,"서울 노원구 한글비석로36길 68, 1층 (상계동, 상계공인중개사사무소)",010-****-9478
27363,아56434,롱진,서울특별시,인터넷신문,인터넷신문,정용욱,정용욱,,법인,전국,,주식회사 롱제비티,2026-03-13,주식회사 롱제비티,06178,"서울 강남구 테헤란로82길 15, 883호(대치동)",010-****-8875
27362,마00043,스펙트럼 매거진,성남,잡지,격월간,김성남,김성남,한국학술정보(주),법인,전국,,주식회사 쌤스토리,2026-03-12,주식회사 쌤스토리,13631,"경기 성남시 분당구 탄천상로 164, C동 117호 (구미동, 시그마2오피스텔)",070-4204-7686
27361,아54756,트래블리프,경기도,인터넷신문,인터넷신문,송요셉,송요셉,,개인,전국,,,2026-03-12,트래블리프(송요셉),10909,"경기 파주시 운정1길 53-46 (야당동, 동원펠리스), 101호",010-****-4503
27360,아54757,인사이드인,경기도,인터넷신문,인터넷신문,김아름,강춘배,,개인,전국,,,2026-03-12,인사이드인(김아름),10414,경기 고양시 일산동구 중앙로 1192 (마두동),010-****-9046
27359,아54758,원핏필라테스 매거진,경기도,인터넷신문,인터넷신문,정지원,정지원,,개인,전국,,,2026-03-12,정지원(원핏필라테스),18453,"경기 화성시 동탄구 동탄중심상가2길 26-21 (반송동, 로드프라자), 501호",010-****-1110
27358,아54759,부천문화저널,경기도,인터넷신문,인터넷신문,이정숙,이정숙,,개인,전국,,,2026-03-12,이정숙(부천문화저널),14665,경기 부천시 원미구 안곡로 296 (역곡동) 2층,010-****-0954
27357,아56431,헬시프레스,서울특별시,인터넷신문,인터넷신문,김용일,김용일,,법인,전국,,주식회사 넥스트아이,2026-03-12,주식회사 넥스트아이,06258,"서울 강남구 도곡로4길 12, 4층 (도곡동, 지엠빌딩)",02-2057-1609
27356,아56432,블록체인서울,서울특별시,인터넷신문,인터넷신문,이윤호,이윤호,,법인,전국,,주식회사 하잎랩,2026-03-12,주식회사 하잎랩,06621,"서울 서초구 서초대로74길 29, 505호 (서초동, 서초파라곤)",070-4012-4194
27355,다01347,대한민국 저널,대전광역시,특수주간신문,주간,모석봉,모석봉,삼양프로세스,개인,전국,,,2026-03-11,모석봉,35251,"대전 서구 문예로 16, 5동 304호(탄방동, 한가람아파트)",010-****-0006
27354,마02860,비평공간,마포,기타간행물,격월간,이재복,이재복,해당없음,개인,전국,,,2026-03-11,이재복,04014,"서울 마포구 월드컵로19길 75, 301호 (망원동, 석우빌라8차)",010-****-9177
27353,아54754,성남시 소비자저널,경기도,인터넷신문,인터넷신문,박영권,박영권,,개인,전국,,,2026-03-11,박영권(성남시소비자저널),13209,"경기 성남시 중원구 사기막골로45번길 14 (상대원동, 성남 우림 라이온스밸리) 2차 B동 B304호",-1661-9984
27352,아54755,인공지능 영화 저널,경기도,인터넷신문,인터넷신문,홍건표,홍건표,,법인,전국,,(주)에이아이크리에이티브랩,2026-03-11,(주)에이아이크리에이티브랩,16942,"경기 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브) 에이동 507호",010-****-2756
27351,아00546,에듀컨텍스트,대구광역시,인터넷신문,인터넷신문,박윤서,박윤서,,개인,전국,,,2026-03-11,박윤서,42148,"대구 수성구 들안로28길 24-14, 2층 (황금동)",010-****-3200
27350,아02724,진주복지뉴스,경상남도,인터넷신문,인터넷신문,정운구,정운구,,개인,전국,,,2026-03-11,정운구,52789,"경남 진주시 솔밭로140번길 4 (상대동), 3층",010-****-4978
27349,아56430,어센드매거진,서울특별시,인터넷신문,인터넷신문,김진욱,김윤호,,법인,전국,,주식회사 어센드미디어,2026-03-11,주식회사 어센드미디어,08503,"서울 금천구 가산디지털2로 144, 807~813호 (가산동)",010-****-8098
27348,라00206,외교문화,구로,잡지,월간,이주원,이주원,홍익사,법인,전국,,주식회사 외교문화뉴스,2026-03-10,주식회사 외교문화뉴스,08390,"서울 구로구 디지털로30길 31, 201호 (구로동, 코오롱디지털타워빌란트Ⅱ)",02-588-7988
27347,아01198,제주유림신문,제주특별자치도,인터넷신문,인터넷신문,김경수,김경수,,개인,전국,,,2026-03-10,김경수,63194,"제주특별자치도 제주시 오현길 9 (이도일동, 신세계아파트) 지층 107호",064-753-5433
27346,아00618,아따매거진,전라남도,인터넷신문,인터넷신문,김구,김수,,법인,전국,,백범(주),2026-03-10,백범(주),59674,"전남 여수시 시청서3길 5-3 (학동), 2층 2호",010-****-2977
27345,아54751,여주새뜸,경기도,인터넷신문,인터넷신문,김영경,김영경,,개인,전국,,,2026-03-10,김영경(여주새뜸),12653,"경기 여주시 세종로 394-10 (점봉동, 부영아파트) 105동 501호",010-****-0615
27344,아00619,폭로닷컴,전라남도,인터넷신문,인터넷신문,정윤경,정윤경,,개인,전국,,,2026-03-10,정윤경,58634,전남 목포시 산정동 276-3외 1필지,010-****-8052
27343,아00620,전남인사이드,전라남도,인터넷신문,인터넷신문,안길영,안길영,,개인,전국,,,2026-03-10,안길영,57346,"전남 담양군 담양읍 미리산길 2-1 (백동리, 푸르미빌라2차) 103동 401호",010-****-7151
27342,아02723,대한민국보훈저널,경상남도,인터넷신문,인터넷신문,이정혜,이정혜,,개인,전국,,,2026-03-10,이정혜,51522,"경남 창원시 성산구 용지로 70 (중앙동, 성원오피스텔) 1006호",055-289-9888
27341,아54752,코아랩 AI 뉴스(COALAB AI NEWS),경기도,인터넷신문,인터넷신문,이수현,이수현,,개인,전국,,,2026-03-10,코아랩 AI 뉴스(이수현),10884,"경기 파주시 구절초길 11-5 (문발동), 101호",031-948-9913
27340,아54753,셔터뉴스,경기도,인터넷신문,인터넷신문,정재훈,권순석,,개인,전국,,,2026-03-10,셔터뉴스(정재훈),11692,"경기 의정부시 호국로 1298-1 (의정부동, 웹디자인교육센타), 2층",031-542-0513
27339,아56428,더비앙,서울특별시,인터넷신문,인터넷신문,임다해,임다해,,개인,전국,,,2026-03-10,임다해,03140,"서울 종로구 삼일대로 428, 500-68호 (낙원동, 낙원상가)",010-****-7297
27338,아56429,뉴스보이,서울특별시,인터넷신문,인터넷신문,최재형,최재형,,법인,전국,,주식회사 커브길에서,2026-03-10,주식회사 커브길에서,03765,"서울 서대문구 성산로 512-42, 403호 (대신동)",-1688-4565
27337,아00583,가치잇는 인터넷신문,광주광역시,인터넷신문,인터넷신문,박선미,박선미,,개인,전국,,,2026-03-10,가치잇는 인터넷신문,61616,"광주광역시 남구 회재로 1247-1, 5층   (주월동, 위니아딤채)",010-****-4565
27336,아00882,인사이트예천,경상북도,인터넷신문,인터넷신문,하성진,하성진,,개인,전국,,,2026-03-09,인사이트예천,36827,"경북 예천군 예천읍 봉덕로 52 (대심리, 주공아파트), 104/604",010-****-5242
27335,아00416,예스워크 뉴스 (YesWork News),강원도,인터넷신문,인터넷신문,이재승,이재승,,법인,전국,,주식회사 예스워크,2026-03-09,주식회사 예스워크,26444,"강원특별자치도 원주시 개운5길 68(단구동, 2층)",010-****-6408
27334,아56422,노년기둥,서울특별시,인터넷신문,인터넷신문,우종인,나현윤,,법인,전국,,사단법인 한국치매협회,2026-03-09,사단법인 한국치매협회,04158,"서울 마포구 마포대로 49, 801호 (도화동, 성우빌딩)",02-761-0710
27333,아56423,마르시아스타임즈,서울특별시,인터넷신문,인터넷신문,심상대,심상대,,개인,전국,,,2026-03-09,심상대,02742,"서울 성북구 장위로16길 36-15, 201호 (장위동, 장위빌라)",010-****-2818
27332,아56424,The Han Post,서울특별시,인터넷신문,인터넷신문,서준호,서준호,,개인,전국,,,2026-03-09,서준호,04776,"서울 성동구 둘레15길 6, 301호 (성수동2가)",010-****-2131
27331,아56425,챌비온뉴스,서울특별시,인터넷신문,인터넷신문,한준섭,한준섭,,법인,전국,,주식회사 글로벌창업연구소,2026-03-09,주식회사 글로벌창업연구소,04795,"서울 성동구 성수이로 147, 107호 (성수동2가, 성수동 아이에스비즈타워)",02-3437-1485
27330,아56426,몰입레터,서울특별시,인터넷신문,인터넷신문,황농문,김정수,,법인,전국,,몰입아카데미 주식회사,2026-03-09,몰입아카데미 주식회사,08065,"서울 양천구 남부순환로 605, 7층 (신월동)",02-2620-2666
27329,아00178,올인뉴스,세종특별자치시,인터넷신문,인터넷신문,정일남,정일남,,개인,전국,,,2026-03-09,정일남,30126,"세종특별자치시 새롬남로 18, 112동 801호 (새롬동, 새뜸마을1단지)",010-****-6868
